V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,class
0.036133,0.017578,0.012695,0.001953,0.004883,0.000977,0.053711,0.027344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003906,0.023438,0.007812,0.039062,0.0,0.0,0.037108999999999996,0.0,0.026367,0.0,0.0,0.070312,0.0,0.004883,0.000977,0.0,0.0,0.030273,0.000977,0.0,0.0,0.10156,0.003906,0.0058590000000000005,0.0,0.0,0.021484,0.0,0.067383,0.053711,0.098633,0.000977,0.0,0.0,0.0,0.0,0.00293,0.006836,0.00293,0.0,0.15625,0.0,0.035156,0.0,0.0,0.0,0.0,0.041992,64
0.085938,0.0058590000000000005,0.00293,0.019531,0.000977,0.000977,0.045898,0.001953,0.004883,0.060547000000000004,0.016602000000000002,0.0,0.004883,0.032227,0.0,0.008789,0.0,0.0,0.085938,0.0,0.0,0.000977,0.012695,0.00293,0.0058590000000000005,0.023438,0.026367,0.001953,0.057616999999999995,0.008789,0.067383,0.0,0.009766,0.013672,0.003906,0.0,0.007812,0.010742,0.03125,0.045898,0.010742,0.007812,0.020508000000000002,0.006836,0.003906,0.001953,0.036133,0.0,0.016602000000000002,0.008789,0.0,0.004883,0.006836,0.07910199999999999,0.0,0.0,0.00293,0.0,0.012695,0.0,0.0,0.023438,0.025391,0.022461000000000002,49
0.0058590000000000005,0.003906,0.018555000000000002,0.0,0.029297000000000004,0.0,0.000977,0.008789,0.000977,0.0,0.0,0.31738,0.030273,0.001953,0.0,0.011719,0.0,0.003906,0.0,0.004883,0.08203099999999999,0.0058590000000000005,0.00293,0.0,0.0,0.0,0.0,0.035156,0.003906,0.023438,0.007812,0.007812,0.0,0.025391,0.044922000000000004,0.010742,0.0,0.009766,0.0,0.0,0.0,0.040039,0.0,0.000977,0.00293,0.013672,0.000977,0.10742,0.003906,0.007812,0.0,0.014648,0.0,0.001953,0.067383,0.0,0.00293,0.0,0.00293,0.0,0.023438,0.0,0.009766,0.000977,73
0.008789,0.000977,0.014648,0.025391,0.004883,0.003906,0.036133,0.003906,0.006836,0.006836,0.00293,0.0,0.003906,0.033202999999999996,0.0,0.0,0.0,0.000977,0.08203099999999999,0.003906,0.0,0.008789,0.0058590000000000005,0.000977,0.019531,0.012695,0.021484,0.017578,0.020508000000000002,0.020508000000000002,0.042969,0.000977,0.0,0.008789,0.008789,0.0,0.0,0.041992,0.041992,0.009766,0.000977,0.003906,0.050781,0.012695,0.007812,0.033202999999999996,0.024413999999999998,0.000977,0.020508000000000002,0.015625,0.0,0.011719,0.006836,0.1084,0.0,0.0,0.007812,0.00293,0.017578,0.0,0.0,0.0058590000000000005,0.039062,0.10645,52
0.013672,0.010742,0.010742,0.000977,0.09765599999999999,0.013672,0.050781,0.054688,0.024413999999999998,0.0,0.003906,0.012695,0.00293,0.024413999999999998,0.0,0.0,0.0058590000000000005,0.0,0.045898,0.013672,0.0,0.00293,0.068359,0.000977,0.000977,0.001953,0.0,0.0,0.020508000000000002,0.004883,0.044922000000000004,0.0,0.0,0.014648,0.004883,0.0,0.0,0.075195,0.000977,0.017578,0.0,0.0,0.000977,0.0,0.11914000000000001,0.004883,0.042969,0.0,0.011719,0.010742,0.000977,0.0,0.0,0.048827999999999996,0.016602000000000002,0.0,0.078125,0.0,0.014648,0.0,0.0,0.0,0.001953,0.00293,75
0.0,0.051758000000000005,0.078125,0.0,0.0,0.003906,0.0,0.008789,0.085938,0.0,0.0,0.0,0.007812,0.12695,0.0,0.030273,0.022461000000000002,0.016602000000000002,0.0,0.070312,0.000977,0.075195,0.001953,0.0,0.006836,0.0,0.0,0.009766,0.037108999999999996,0.010742,0.00293,0.003906,0.0,0.0,0.03418,0.00293,0.0,0.001953,0.0,0.0,0.0,0.017578,0.006836,0.0,0.00293,0.001953,0.022461000000000002,0.0,0.03125,0.07910199999999999,0.0,0.050781,0.000977,0.0,0.0,0.0,0.0058590000000000005,0.0,0.060547000000000004,0.0,0.0,0.0,0.019531,0.008789,20
0.0,0.0,0.0,0.006836,0.0,0.001953,0.0,0.0,0.001953,0.0,0.17578,0.0,0.004883,0.010742,0.001953,0.011719,0.0,0.0,0.0,0.0,0.0,0.052734,0.0,0.001953,0.000977,0.069336,0.0,0.0,0.007812,0.00293,0.000977,0.007812,0.0058590000000000005,0.0,0.000977,0.0,0.10059,0.0,0.0,0.0,0.0,0.011719,0.0,0.0,0.0,0.0,0.0,0.0,0.024413999999999998,0.017578,0.12402,0.038086,0.061523,0.000977,0.0,0.000977,0.0,0.059570000000000005,0.006836,0.05859400000000001,0.0,0.10254,0.025391,0.0,98
0.024413999999999998,0.022461000000000002,0.00293,0.017578,0.001953,0.003906,0.041992,0.0,0.004883,0.0058590000000000005,0.014648,0.0,0.023438,0.021484,0.0,0.009766,0.00293,0.03125,0.075195,0.011719,0.0,0.010742,0.027344,0.036133,0.032227,0.015625,0.00293,0.013672,0.029297000000000004,0.015625,0.043945,0.004883,0.0,0.003906,0.004883,0.0,0.001953,0.011719,0.012695,0.040039,0.0,0.015625,0.0058590000000000005,0.000977,0.044922000000000004,0.007812,0.037108999999999996,0.0,0.010742,0.028319999999999998,0.0,0.03125,0.03125,0.060547000000000004,0.0,0.0,0.026367,0.008789,0.024413999999999998,0.0,0.0,0.006836,0.015625,0.019531,99
0.0,0.004883,0.016602000000000002,0.0,0.081055,0.0,0.004883,0.052734,0.0058590000000000005,0.0,0.00293,0.036133,0.009766,0.015625,0.0,0.007812,0.006836,0.00293,0.000977,0.024413999999999998,0.025391,0.015625,0.03418,0.0,0.0,0.0,0.000977,0.017578,0.05859400000000001,0.016602000000000002,0.032227,0.022461000000000002,0.0,0.023438,0.023438,0.001953,0.0,0.014648,0.0,0.0,0.0,0.021484,0.0,0.007812,0.023438,0.041992,0.023438,0.057616999999999995,0.012695,0.022461000000000002,0.000977,0.009766,0.0,0.0058590000000000005,0.17578,0.000977,0.0058590000000000005,0.0,0.006836,0.0,0.010742,0.0,0.011719,0.0,80
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046875,0.0,0.0,0.0,0.6191399999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000977,0.000977,0.2168,0.0,0.0,0.0,0.0,0.08203099999999999,0.0,0.004883,0.0,0.011719,0.0,0.016602000000000002,0.0,0.0,42
0.003906,0.006836,0.012695,0.0,0.053711,0.018555000000000002,0.0,0.025391,0.022461000000000002,0.0,0.0,0.18555,0.003906,0.0,0.0,0.0,0.019531,0.003906,0.0,0.029297000000000004,0.0,0.0,0.001953,0.0,0.00293,0.0,0.008789,0.012695,0.0,0.010742,0.0,0.0,0.0,0.043945,0.013672,0.0,0.0,0.012695,0.000977,0.0,0.000977,0.0,0.000977,0.021484,0.003906,0.044922000000000004,0.0,0.095703,0.0,0.0,0.0,0.0,0.0,0.0,0.31934,0.0,0.006836,0.0,0.0,0.0,0.0,0.0,0.0,0.011719,30
0.003906,0.016602000000000002,0.007812,0.019531,0.022461000000000002,0.000977,0.019531,0.014648,0.025391,0.040039,0.004883,0.0,0.0,0.0,0.0,0.0,0.045898,0.004883,0.028319999999999998,0.013672,0.0,0.0,0.033202999999999996,0.0058590000000000005,0.03125,0.001953,0.083984,0.000977,0.012695,0.0058590000000000005,0.00293,0.0,0.024413999999999998,0.014648,0.00293,0.0,0.0,0.025391,0.051758000000000005,0.041016000000000004,0.013672,0.0,0.049805,0.10059,0.05859400000000001,0.00293,0.044922000000000004,0.0,0.0,0.011719,0.0,0.0,0.006836,0.00293,0.012695,0.0,0.024413999999999998,0.000977,0.03418,0.0,0.0,0.001953,0.0,0.026367,36
0.0,0.05859400000000001,0.0,0.0,0.0,0.051758000000000005,0.000977,0.0,0.11914000000000001,0.0,0.001953,0.0,0.024413999999999998,0.000977,0.0,0.0,0.11815999999999999,0.000977,0.003906,0.003906,0.0,0.0,0.025391,0.004883,0.0,0.017578,0.0,0.0,0.11231,0.014648,0.1709,0.0,0.0,0.0,0.000977,0.0,0.0,0.0,0.0,0.0,0.0,0.001953,0.0,0.0,0.016602000000000002,0.0,0.00293,0.0,0.060547000000000004,0.013672,0.0,0.0,0.010742,0.050781,0.0,0.0,0.00293,0.010742,0.091797,0.0,0.0,0.0058590000000000005,0.0,0.0,14
0.0,0.036133,0.039062,0.0,0.013672,0.0058590000000000005,0.0,0.020508000000000002,0.098633,0.0,0.0,0.050781,0.044922000000000004,0.052734,0.0,0.035156,0.056641,0.000977,0.0,0.03418,0.042969,0.0,0.010742,0.0,0.003906,0.0,0.0,0.055664,0.006836,0.044922000000000004,0.020508000000000002,0.0,0.0,0.016602000000000002,0.028319999999999998,0.0,0.0,0.001953,0.0,0.0,0.0,0.028319999999999998,0.0,0.0,0.012695,0.054688,0.004883,0.050781,0.013672,0.0058590000000000005,0.0,0.041016000000000004,0.0,0.0,0.018555000000000002,0.0,0.001953,0.0,0.012695,0.0,0.007812,0.0,0.023438,0.001953,72
0.003906,0.025391,0.035156,0.0,0.13965,0.003906,0.010742,0.09277300000000001,0.001953,0.0,0.0,0.001953,0.001953,0.0,0.0,0.0,0.067383,0.025391,0.0,0.027344,0.0,0.0,0.016602000000000002,0.0,0.0,0.0,0.000977,0.07421900000000001,0.0,0.009766,0.0,0.0,0.0,0.083984,0.017578,0.0,0.0,0.035156,0.0,0.000977,0.0,0.0,0.0,0.0,0.014648,0.09375,0.006836,0.072266,0.0,0.0,0.0,0.0,0.0,0.000977,0.09082,0.0,0.032227,0.0,0.001953,0.0,0.0,0.0,0.0,0.009766,34
0.0,0.00293,0.0,0.0,0.0,0.038086,0.0,0.0,0.021484,0.0,0.088867,0.0,0.004883,0.0058590000000000005,0.006836,0.0,0.014648,0.0,0.0,0.0,0.0,0.0,0.000977,0.011719,0.0,0.13672,0.0,0.0,0.0625,0.0,0.041016000000000004,0.0,0.0,0.0,0.0,0.0,0.051758000000000005,0.0,0.0,0.0,0.0,0.000977,0.0,0.0,0.0,0.0,0.0,0.0,0.047852,0.003906,0.000977,0.0,0.00293,0.006836,0.0,0.0,0.0,0.067383,0.0058590000000000005,0.12891,0.0,0.24219000000000002,0.003906,0.0,62
0.0058590000000000005,0.087891,0.039062,0.0,0.018555000000000002,0.00293,0.001953,0.038086,0.15723,0.0,0.0,0.0,0.009766,0.006836,0.0,0.0,0.09277300000000001,0.025391,0.0,0.07421900000000001,0.0,0.0,0.030273,0.0,0.0,0.0,0.0,0.059570000000000005,0.004883,0.06347699999999999,0.004883,0.0,0.0,0.013672,0.044922000000000004,0.0,0.0,0.027344,0.0,0.0,0.0,0.0,0.0,0.0,0.029297000000000004,0.033202999999999996,0.009766,0.017578,0.012695,0.0,0.0,0.0,0.0,0.0,0.001953,0.0,0.068359,0.0,0.016602000000000002,0.0,0.0,0.0,0.0,0.000977,4
0.07714800000000001,0.0,0.001953,0.03125,0.001953,0.0,0.041992,0.0,0.007812,0.040039,0.012695,0.0,0.0,0.0058590000000000005,0.0,0.0,0.001953,0.0,0.055664,0.000977,0.0,0.0,0.006836,0.006836,0.011719,0.012695,0.095703,0.001953,0.003906,0.0,0.014648,0.0,0.022461000000000002,0.044922000000000004,0.000977,0.0,0.00293,0.056641,0.03418,0.03418,0.046875,0.0,0.027344,0.099609,0.008789,0.024413999999999998,0.0058590000000000005,0.0,0.000977,0.001953,0.000977,0.0,0.003906,0.029297000000000004,0.022461000000000002,0.0,0.017578,0.0,0.00293,0.0,0.0,0.011719,0.000977,0.064453,43
0.016602000000000002,0.0,0.0,0.004883,0.07714800000000001,0.0,0.023438,0.014648,0.0,0.011719,0.0,0.40234000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.022461000000000002,0.00293,0.0,0.0,0.022461000000000002,0.004883,0.0,0.007812,0.010742,0.0,0.00293,0.0,0.024413999999999998,0.0,0.0,0.023438,0.0,0.0,0.0,0.052734,0.013672,0.03125,0.003906,0.0,0.00293,0.004883,0.012695,0.030273,0.008789,0.014648,0.0,0.0,0.0,0.0,0.0,0.029297000000000004,0.019531,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.040039,57
0.0,0.013672,0.05859400000000001,0.0,0.042969,0.0,0.0,0.050781,0.004883,0.000977,0.003906,0.014648,0.028319999999999998,0.015625,0.0,0.010742,0.006836,0.044922000000000004,0.0,0.028319999999999998,0.021484,0.022461000000000002,0.017578,0.0,0.014648,0.0,0.0,0.069336,0.057616999999999995,0.054688,0.023438,0.013672,0.0,0.00293,0.053711,0.037108999999999996,0.0,0.016602000000000002,0.001953,0.0,0.0,0.03125,0.004883,0.0,0.009766,0.013672,0.010742,0.021484,0.012695,0.033202999999999996,0.004883,0.044922000000000004,0.000977,0.0,0.022461000000000002,0.00293,0.0058590000000000005,0.0,0.016602000000000002,0.0,0.022461000000000002,0.0,0.0058590000000000005,0.00293,59
0.091797,0.03418,0.008789,0.018555000000000002,0.010742,0.000977,0.07421900000000001,0.052734,0.0,0.011719,0.0,0.0,0.0,0.0,0.0,0.0,0.016602000000000002,0.036133,0.033202999999999996,0.027344,0.0,0.0,0.021484,0.001953,0.004883,0.003906,0.00293,0.0058590000000000005,0.0,0.003906,0.000977,0.0,0.0,0.075195,0.00293,0.0,0.000977,0.14063,0.017578,0.027344,0.0,0.0,0.009766,0.00293,0.055664,0.061523,0.037108999999999996,0.001953,0.0,0.001953,0.0,0.0,0.001953,0.007812,0.001953,0.0,0.067383,0.0,0.0,0.0,0.0,0.0,0.0,0.022461000000000002,83
0.024413999999999998,0.00293,0.010742,0.013672,0.0,0.016602000000000002,0.024413999999999998,0.018555000000000002,0.0058590000000000005,0.012695,0.003906,0.0,0.033202999999999996,0.012695,0.0,0.013672,0.00293,0.0,0.011719,0.017578,0.0,0.009766,0.030273,0.003906,0.025391,0.000977,0.022461000000000002,0.006836,0.047852,0.012695,0.06543,0.00293,0.0,0.006836,0.011719,0.0,0.000977,0.028319999999999998,0.038086,0.009766,0.010742,0.014648,0.059570000000000005,0.014648,0.019531,0.008789,0.059570000000000005,0.0,0.012695,0.039062,0.0,0.013672,0.0058590000000000005,0.039062,0.000977,0.0,0.011719,0.000977,0.022461000000000002,0.0,0.0,0.000977,0.041016000000000004,0.07421900000000001,47
0.038086,0.024413999999999998,0.007812,0.0,0.011719,0.000977,0.018555000000000002,0.049805,0.07421900000000001,0.000977,0.0,0.0,0.001953,0.001953,0.0,0.0,0.043945,0.0,0.009766,0.06640599999999999,0.0,0.023438,0.038086,0.0,0.001953,0.0,0.06640599999999999,0.0,0.048827999999999996,0.013672,0.025391,0.0,0.0,0.018555000000000002,0.013672,0.0,0.0,0.020508000000000002,0.013672,0.009766,0.003906,0.0,0.030273,0.09472699999999999,0.012695,0.004883,0.048827999999999996,0.0,0.00293,0.072266,0.0,0.0,0.0,0.009766,0.003906,0.0,0.003906,0.0,0.032227,0.0,0.0,0.0,0.0,0.035156,77
0.0,0.0,0.0,0.0,0.0,0.025391,0.0,0.0,0.020508000000000002,0.0,0.076172,0.0,0.001953,0.007812,0.004883,0.0,0.000977,0.0,0.0,0.0,0.0,0.000977,0.0,0.023438,0.0,0.21191,0.0,0.0,0.083984,0.0,0.078125,0.0,0.0,0.0,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,0.00293,0.0,0.0,0.0,0.0,0.0,0.0,0.030273,0.020508000000000002,0.001953,0.0,0.007812,0.016602000000000002,0.0,0.001953,0.0,0.052734,0.000977,0.061523,0.0,0.21581999999999998,0.019531,0.0,62
0.057616999999999995,0.004883,0.006836,0.0058590000000000005,0.000977,0.010742,0.052734,0.009766,0.022461000000000002,0.041016000000000004,0.0,0.0,0.024413999999999998,0.00293,0.0,0.0,0.006836,0.0,0.057616999999999995,0.006836,0.0,0.0,0.037108999999999996,0.004883,0.001953,0.00293,0.051758000000000005,0.001953,0.016602000000000002,0.010742,0.044922000000000004,0.0,0.0,0.033202999999999996,0.013672,0.0,0.0,0.03125,0.05859400000000001,0.041016000000000004,0.012695,0.0058590000000000005,0.021484,0.047852,0.030273,0.009766,0.041992,0.0,0.007812,0.004883,0.0,0.0,0.0,0.049805,0.0,0.0,0.006836,0.001953,0.013672,0.0,0.0,0.000977,0.037108999999999996,0.044922000000000004,49
0.000977,0.015625,0.054688,0.000977,0.039062,0.0,0.007812,0.033202999999999996,0.015625,0.0,0.021484,0.000977,0.014648,0.052734,0.000977,0.029297000000000004,0.00293,0.012695,0.00293,0.03125,0.0,0.039062,0.006836,0.0058590000000000005,0.003906,0.0058590000000000005,0.0,0.06347699999999999,0.018555000000000002,0.037108999999999996,0.014648,0.047852,0.0,0.0058590000000000005,0.056641,0.0,0.0,0.019531,0.004883,0.00293,0.0,0.016602000000000002,0.00293,0.0,0.020508000000000002,0.030273,0.023438,0.014648,0.033202999999999996,0.026367,0.030273,0.022461000000000002,0.0058590000000000005,0.00293,0.006836,0.001953,0.012695,0.010742,0.015625,0.0,0.0,0.019531,0.017578,0.014648,82
0.016602000000000002,0.0,0.001953,0.019531,0.000977,0.0,0.020508000000000002,0.014648,0.008789,0.027344,0.054688,0.0,0.0,0.015625,0.0,0.0,0.0,0.0,0.046875,0.009766,0.0,0.037108999999999996,0.000977,0.0,0.007812,0.036133,0.125,0.0,0.025391,0.00293,0.029297000000000004,0.0,0.003906,0.000977,0.001953,0.0,0.0,0.012695,0.037108999999999996,0.019531,0.024413999999999998,0.0,0.037108999999999996,0.10449000000000001,0.0,0.003906,0.016602000000000002,0.0,0.006836,0.020508000000000002,0.019531,0.001953,0.008789,0.080078,0.0,0.000977,0.0,0.00293,0.018555000000000002,0.0,0.0,0.042969,0.0,0.032227,97
0.001953,0.006836,0.0,0.025391,0.0,0.07421900000000001,0.000977,0.0,0.047852,0.003906,0.004883,0.0,0.011719,0.00293,0.0,0.0,0.03418,0.000977,0.06543,0.008789,0.0,0.004883,0.0,0.078125,0.009766,0.13086,0.000977,0.0,0.011719,0.015625,0.001953,0.0,0.035156,0.0,0.001953,0.0,0.09082,0.0,0.001953,0.029297000000000004,0.000977,0.000977,0.003906,0.0,0.000977,0.0,0.009766,0.0,0.019531,0.028319999999999998,0.0,0.0,0.053711,0.030273,0.0,0.0,0.0,0.054688,0.047852,0.003906,0.0,0.041016000000000004,0.000977,0.0,92
0.0,0.060547000000000004,0.047852,0.006836,0.0,0.033202999999999996,0.000977,0.000977,0.13184,0.001953,0.0,0.0,0.053711,0.075195,0.0,0.03125,0.095703,0.008789,0.0,0.083008,0.0,0.000977,0.003906,0.001953,0.042969,0.000977,0.0,0.003906,0.00293,0.053711,0.006836,0.0,0.0,0.0,0.056641,0.0,0.0,0.0,0.003906,0.003906,0.0,0.016602000000000002,0.012695,0.0,0.000977,0.0,0.027344,0.0,0.014648,0.001953,0.0,0.007812,0.006836,0.0,0.0,0.0,0.001953,0.0,0.030273,0.0,0.0,0.000977,0.059570000000000005,0.003906,20
0.003906,0.027344,0.007812,0.026367,0.038086,0.001953,0.009766,0.018555000000000002,0.029297000000000004,0.014648,0.0,0.0,0.0,0.0,0.0,0.0,0.03418,0.008789,0.021484,0.036133,0.0,0.0,0.09375,0.037108999999999996,0.014648,0.003906,0.038086,0.0,0.010742,0.007812,0.016602000000000002,0.0,0.014648,0.008789,0.007812,0.0,0.008789,0.022461000000000002,0.024413999999999998,0.017578,0.0058590000000000005,0.0,0.061523,0.040039,0.073242,0.006836,0.05859400000000001,0.001953,0.0,0.007812,0.0,0.0,0.011719,0.022461000000000002,0.036133,0.0,0.028319999999999998,0.000977,0.016602000000000002,0.0,0.0,0.001953,0.0,0.020508000000000002,36
0.050781,0.019531,0.00293,0.00293,0.040039,0.0,0.025391,0.023438,0.0,0.00293,0.0,0.018555000000000002,0.0,0.0,0.0,0.0,0.020508000000000002,0.0,0.000977,0.014648,0.0,0.0,0.028319999999999998,0.0,0.0,0.0,0.06347699999999999,0.00293,0.010742,0.0,0.013672,0.0,0.0,0.11815999999999999,0.0,0.0,0.0,0.06640599999999999,0.019531,0.00293,0.0,0.0,0.015625,0.051758000000000005,0.021484,0.083008,0.014648,0.11425999999999999,0.0,0.0,0.0,0.0,0.000977,0.0,0.11231,0.0,0.009766,0.0,0.00293,0.0,0.0,0.0,0.0,0.024413999999999998,86
0.0058590000000000005,0.0,0.011719,0.000977,0.07421900000000001,0.0,0.020508000000000002,0.039062,0.0,0.0,0.016602000000000002,0.0,0.015625,0.000977,0.001953,0.004883,0.000977,0.010742,0.016602000000000002,0.018555000000000002,0.014648,0.012695,0.007812,0.0,0.003906,0.004883,0.0,0.028319999999999998,0.022461000000000002,0.011719,0.014648,0.040039,0.0,0.033202999999999996,0.012695,0.020508000000000002,0.000977,0.050781,0.001953,0.006836,0.0,0.020508000000000002,0.0058590000000000005,0.003906,0.004883,0.09765599999999999,0.027344,0.03125,0.000977,0.033202999999999996,0.028319999999999998,0.010742,0.001953,0.016602000000000002,0.033202999999999996,0.027344,0.028319999999999998,0.0,0.017578,0.0,0.059570000000000005,0.004883,0.0,0.018555000000000002,80
0.0,0.0,0.0,0.028319999999999998,0.0,0.0,0.001953,0.0,0.0,0.31543000000000004,0.001953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021484,0.0,0.0,0.0,0.0,0.021484,0.022461000000000002,0.053711,0.006836,0.0,0.000977,0.0,0.000977,0.0,0.26465,0.0,0.0,0.0,0.035156,0.0,0.019531,0.053711,0.0625,0.0,0.0,0.0,0.000977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035156,0.004883,0.0,0.0,0.0,0.038086,0.001953,0.0058590000000000005,0.0,0.001953,0.0,0.0,40
0.008789,0.048827999999999996,0.018555000000000002,0.0,0.026367,0.004883,0.008789,0.06347699999999999,0.003906,0.0,0.0,0.0,0.03125,0.000977,0.0,0.0,0.053711,0.073242,0.000977,0.083008,0.0,0.0,0.09375,0.000977,0.001953,0.0,0.0,0.027344,0.013672,0.044922000000000004,0.024413999999999998,0.0,0.0,0.013672,0.014648,0.0,0.0,0.023438,0.0,0.0,0.0,0.0,0.000977,0.0,0.10449000000000001,0.030273,0.042969,0.00293,0.007812,0.0,0.0,0.0,0.001953,0.003906,0.003906,0.0,0.081055,0.0,0.023438,0.0,0.0,0.0,0.0,0.010742,4
0.000977,0.040039,0.022461000000000002,0.0,0.047852,0.052734,0.009766,0.0625,0.027344,0.0,0.0,0.0,0.0625,0.026367,0.0,0.0,0.040039,0.006836,0.000977,0.022461000000000002,0.0,0.001953,0.070312,0.0,0.010742,0.0,0.010742,0.003906,0.0,0.045898,0.009766,0.0,0.0,0.044922000000000004,0.026367,0.0,0.0,0.044922000000000004,0.001953,0.0,0.0,0.004883,0.006836,0.014648,0.038086,0.039062,0.023438,0.015625,0.004883,0.0,0.0,0.0,0.0,0.001953,0.060547000000000004,0.0,0.017578,0.0,0.00293,0.0,0.0,0.0,0.06640599999999999,0.008789,77
0.099609,0.016602000000000002,0.023438,0.0,0.024413999999999998,0.071289,0.039062,0.022461000000000002,0.001953,0.0058590000000000005,0.0,0.006836,0.018555000000000002,0.0,0.0,0.0,0.052734,0.001953,0.0,0.03125,0.0,0.0,0.00293,0.0,0.00293,0.0,0.004883,0.012695,0.001953,0.057616999999999995,0.000977,0.0,0.0,0.10352,0.035156,0.0,0.0,0.06347699999999999,0.011719,0.007812,0.0,0.0,0.001953,0.004883,0.001953,0.10449000000000001,0.0058590000000000005,0.037108999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.019531,0.0,0.000977,0.0,0.0,0.0,0.0,0.039062,93
0.020508000000000002,0.006836,0.004883,0.0,0.078125,0.0,0.007812,0.017578,0.009766,0.0,0.0,0.30371,0.001953,0.025391,0.0,0.0,0.00293,0.0,0.007812,0.014648,0.0,0.013672,0.012695,0.0,0.000977,0.0,0.0,0.0058590000000000005,0.011719,0.009766,0.00293,0.0,0.0,0.055664,0.016602000000000002,0.0,0.0,0.047852,0.0,0.012695,0.0,0.0,0.001953,0.0,0.025391,0.040039,0.004883,0.033202999999999996,0.007812,0.013672,0.0,0.00293,0.0,0.003906,0.1084,0.0,0.044922000000000004,0.0,0.0058590000000000005,0.0,0.0,0.0,0.0,0.014648,38
0.020508000000000002,0.0,0.023438,0.008789,0.0,0.0,0.013672,0.003906,0.00293,0.009766,0.081055,0.0,0.0,0.032227,0.0,0.0,0.0,0.0,0.006836,0.006836,0.0,0.048827999999999996,0.000977,0.0,0.027344,0.006836,0.020508000000000002,0.009766,0.041992,0.004883,0.053711,0.008789,0.0,0.000977,0.007812,0.0,0.0,0.025391,0.018555000000000002,0.009766,0.0058590000000000005,0.000977,0.056641,0.008789,0.003906,0.011719,0.071289,0.003906,0.012695,0.076172,0.030273,0.017578,0.024413999999999998,0.024413999999999998,0.0,0.0058590000000000005,0.006836,0.009766,0.025391,0.0,0.0,0.019531,0.006836,0.081055,7
0.0,0.07714800000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.000977,0.0,0.000977,0.0,0.0,0.0,0.0,0.0,0.15137,0.000977,0.0,0.0,0.0,0.0,0.014648,0.0058590000000000005,0.0,0.09277300000000001,0.0,0.0,0.16405999999999998,0.001953,0.20508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012695,0.0,0.0,0.0,0.0058590000000000005,0.028319999999999998,0.0,0.0,0.0,0.10156,0.036133,0.0,0.0,0.099609,0.0,0.0,60
0.03418,0.0058590000000000005,0.007812,0.000977,0.070312,0.0,0.036133,0.020508000000000002,0.007812,0.00293,0.0,0.16405999999999998,0.0,0.0,0.0,0.0,0.040039,0.0,0.039062,0.020508000000000002,0.0,0.0,0.007812,0.0,0.004883,0.0,0.003906,0.000977,0.011719,0.0,0.011719,0.0,0.0,0.054688,0.001953,0.0,0.0,0.053711,0.022461000000000002,0.03418,0.0,0.0,0.007812,0.004883,0.010742,0.018555000000000002,0.015625,0.046875,0.0,0.008789,0.0,0.0,0.0,0.013672,0.16602,0.0,0.028319999999999998,0.0,0.007812,0.0,0.0,0.0,0.0,0.012695,37
0.012695,0.009766,0.011719,0.0,0.038086,0.035156,0.008789,0.018555000000000002,0.019531,0.004883,0.0,0.00293,0.018555000000000002,0.00293,0.0,0.0,0.014648,0.0,0.000977,0.022461000000000002,0.0,0.0,0.018555000000000002,0.0,0.007812,0.0,0.053711,0.00293,0.0,0.023438,0.0,0.0,0.0,0.056641,0.019531,0.0,0.0,0.047852,0.012695,0.009766,0.025391,0.0,0.010742,0.15527,0.046875,0.038086,0.004883,0.006836,0.00293,0.0,0.0,0.0,0.0,0.0,0.10547000000000001,0.0,0.059570000000000005,0.0,0.00293,0.0,0.0,0.0,0.019531,0.046875,69
0.0,0.0,0.0,0.007812,0.0,0.0,0.000977,0.0,0.0,0.001953,0.052734,0.0,0.0,0.0,0.012695,0.0,0.0,0.0,0.056641,0.0,0.0,0.003906,0.0,0.032227,0.000977,0.21289,0.0,0.0,0.00293,0.0,0.007812,0.0,0.088867,0.0,0.0,0.0,0.24805,0.0,0.0,0.013672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008789,0.045898,0.0,0.012695,0.024413999999999998,0.0,0.00293,0.0,0.023438,0.0,0.045898,0.0,0.091797,0.0,0.0,66
